name,domain,year founded,industry,size range,city, state,country, linkedin url,current employee estimate,total employee estimate,Score,reviews,salaries,interviews,KMT,market_cap,enterprise_value,trailing_pe,forward_pe,peg_ratio_5,price_sales,price_book,enterprise_value_revenue,enterprise_value_ebitda,profit_margin,operating_margin,return_on_assets,return_on_equity,revenue,revenue_per_share,quarterly_revenue_share,gross_profit,ebitda,net_income_avi_to_common,diluted_eps,quarterly_earnings_growth,total_cash,total_cash_per_share,total_dept,total_dept_per_equity,operating_cash_flow,leveraged_free_cash_flow,stock_beta_3y,stock 52_week,stock_sp500_52_week,stock_52_week_high,stock_52_week_low,website_rank,organic_traffic,traffic_cost
accenture,accenture.com,1989.0,information technology and services,10001+,dublin, dublin, ireland,linkedin.com/company/accenture,190689,455768,3.8,51000.0,66000.0,13000.0,ACN,123690000000.0,115880000000.0,26.43,22.67,2.79,2.86,8.58,2.68,16.74,0.1106,0.1459,0.14529999999999998,0.3793,43220000000.0,67.72,0.053,13310000000.0,6920000000.0,4780000000.0,7.36,0.098,6130000000.0,9.65,22660000.0,0.15,6630000000.0,5420000000.0,1.02,0.17809999999999998,0.1325,202.8,132.63,8871,1.06M,$78.43K
cisco,cisco.com,1984.0,computer networking,10001+,san jose, california, united states,linkedin.com/company/cisco,61803,139423,4.1,18000.0,23000.0,3700.0,CSCO,205660000000.0,196600000000.0,18.57,13.77,2.22,3.96,6.13,3.79,12.34,0.2239,0.2729,0.0857,0.3027,51900000000.0,11.75,0.045,32670000000.0,15940000000.0,11620000000.0,2.61,-0.42,33410000000.0,7.87,24670000000.0,73.48,15830000000.0,11450000000.0,1.26,0.0342,0.1325,58.26,40.25,1638,7.85M,$936.79K
oracle,oracle.com,1977.0,information technology and services,10001+,redwood shores, california, united states,linkedin.com/company/oracle,85090,206211,3.5,24000.0,37000.0,4800.0,ORCL,183990000000.0,207740000000.0,18.4,13.32,1.47,4.65,10.05,5.26,12.85,0.2771,0.35600000000000004,0.075,0.3805,39530000000.0,11.34,0.003,31510000000.0,16170000000.000004,10950000000.0,3.06,-0.057,35700000000.0,10.86,56780000000.0,298.52,13830000000.0,9430000000.0,1.15,0.1177,0.1325,60.5,42.4,664,19.95M,$909.96K
pwc,pwc.com,1998.0,accounting,10001+,new york, new york, united states,linkedin.com/company/pwc,111372,379447,3.8,26000.0,46000.0,9300.0,APWC,20210000.0,66800000.0,,,,0.05,0.13,0.18,20.4,-0.0017,-0.0044,-0.0033,0.0029,369230000.0,26.72,-0.29,36250000.0,3270000.0,-643000.0,-0.047,,49090000.0,3.55,24230000.0,10.82,17470000.0,6560000.0,1.44,-0.3649,0.1325,2.4,1.3,8886,1.06M,$132.22K
kroger,thekrogerco.com,1883.0,retail,10001+,cincinnati, ohio, united states,linkedin.com/company/kroger,22257,52584,3.0,9500.0,13000.0,2000.0,KR,21690000000.0,41270000000.0,13.48,11.66,2.56,0.18,2.49,0.34,8.01,0.0136,0.0211,0.0392,0.2012,120850000000.0,151.25,0.005,27020000000.0,5150000000.0,1630000000.0,2.01,-0.415,629000000.0,0.79,20620000000.0,238.31,4180000000.0,1170000000.0,0.56,-0.1009,0.1325,31.31,20.7,10322,886.12K,$3.08K
citi,citigroup.com,1812.0,financial services,10001+,new york, new york, united states,linkedin.com/company/citi,101482,298171,3.6,16000.0,23000.0,4300.0,CIZN,114350000.0,210010000.0,17.83,,,3.47,1.05,6.38,,0.1715,0.1918,,,32920000.0,6.72,-0.027999999999999997,35170000.0,,5650000.0,1.15,-0.109,22950000.0,4.67,132260000.0,,,,-0.09,-0.0842,0.1325,23.89,19.05,6110,1.67M,$43.78K
comcast,comcast.com,1963.0,media production,10001+,philadelphia, pennsylvania, united states,linkedin.com/company/comcast,24515,50032,3.5,9000.0,13000.0,2200.0,CMCSA,205630000000.0,310080000000.0,16.75,13.1,1.4,1.9,2.63,2.86,9.21,0.1145,0.191,0.0566,0.1648,108390000000.0,23.86,0.212,64810000000.0,33670000000.0,12410000000.0,2.7,0.115,3510000000.0,0.77,105440000000.0,130.94,25250000000.0,12410000000.0,1.08,0.1751,0.1325,47.27,32.61,1789,6.98M,$197.32K
ey,ey.com,1989.0,accounting,10001+,london, greater london, united kingdom,linkedin.com/company/ernstandyoung,158363,428960,3.7,26000.0,38000.0,9000.0,AEY,23210000.0,23360000.0,,,,0.37,0.75,0.37,-14.97,-0.1352,-0.0508,-0.0453,-0.2217,63540000.0,6.14,1.288,11220000.0,-1560000.0,-7800000.0,-0.833,,2670000.0,0.26,750000.0,2.42,-2190000.0,8980000.0,0.5,0.7809999999999999,0.1325,2.55,1.23,10720,847.51K,$82.37K
sprint,sprint.com,1899.0,telecommunications,10001+,overland park, kansas, united states,linkedin.com/company/sprint,28008,87996,3.2,7900.0,11000.0,1300.0,S,24800000000.0,64650000000.000015,,-67.33,0.19,0.75,0.96,1.96,5.53,-0.0819,0.0755,0.0177,-0.0999,32980000000.0,8.07,-0.076,20210000000.0,11690000000.0,-2700000000.0,-0.66,,4320000000.0,1.05,44870000000.0,173.27,9880000000.0,-3690000000.0,0.27,-0.0408,0.1325,8.06,5.44,1397,9.21M,$201.65K
t-mobile,t-mobile.com,2002.0,telecommunications,10001+,bellevue, washington, united states,linkedin.com/company/t-mobile,30100,71654,4.0,8100.0,10000.0,1800.0,TMUS,66709999999.999985,108950000000.0,20.04,16.18,0.92,1.5,2.4,2.44,8.58,0.0753,0.141,0.0502,0.1288,44570000000.0,52.29,0.027000000000000003,24810000000.0,12700000000.0,3360000000.0,3.89,0.094,1650000000.0,1.93,44360000000.0,159.72,6240000000.0,2900000000.0,0.41,0.1373,0.1325,85.22,59.96,197,61.14M,$551.56K
boeing,boeing.com,1916.0,aviation & aerospace,10001+,chicago, illinois, united states,linkedin.com/company/boeing,67261,120776,3.6,7700.0,11000.0,1900.0,BA,204010000000.0,219500000000.0,54.56,17.16,45.99,2.35,,2.52,33.46,0.0437,0.0498,0.0219,,86990000000.0,153.28,-0.205,19640000000.0,6560000000.0,3800000000.0,6.64,-0.506,10910000000.0,19.39,25880000000.0,,2720000000.0,-299620000.0,1.24,0.0624,0.1325,446.01,292.47,4117,2.70M,$29.08K
dell technologies,delltechnologies.com,2016.0,information technology and services,5001 - 10000,round rock, texas, united states,linkedin.com/company/delltechnologies,3444,4442,4.0,15000.0,19000.0,2800.0,DELL,39700000000.0,90090000000.0,17.45,7.41,0.68,0.43,,0.98,10.1,0.0277,0.0234,0.011200000000000002,0.3692,91600000000.0,121.08,0.019,25280000000.0,8920000000.0,2530000000.0,3.14,,9190000000.0,12.69,53570000000.0,1730.79,7160000000.0,6210000000.0,,-0.0471,0.1325,70.55,41.58,21499,343.28K,$11.84K
capital one,capitalone.com,1994.0,financial services,10001+,mclean, virginia, united states,linkedin.com/company/capital-one,27522,62144,3.8,7400.0,14000.0,4300.0,COF,44850000000.0,85550000000.0,8.54,8.11,1.76,2.03,0.86,3.87,,0.2545,0.3237,0.0151,0.1032,22120000000.0,47.08,-0.021,22220000000.0,,5310000000.0,11.28,-0.113,18320000000.0,39.35,52780000000.0,,16460000000.0,,1.27,0.0903,0.1325,99.62,69.9,321,39.37M,$396.82K
adp,adp.com,1949.0,human resources,10001+,roseland, new jersey, united states,linkedin.com/company/adp,35686,81555,3.7,9000.0,11000.0,2900.0,ADP,73120000000.0,73460000000.0,31.11,24.38,1.78,5.09,13.66,5.12,20.59,0.165,0.2187,0.0522,0.4721,14360000000.0,33.09,0.055999999999999994,6390000000.0,3570000000.0,2370000000.0,5.43,0.152,4950000000.0,11.44,6430000000.0,119.92,2970000000.0,2090000000.0,0.88,0.1298,0.1325,174.5,121.4,1466,8.81M,$214.66K
infosys,infosys.com,1981.0,information technology and services,10001+,bangalore, karnataka, india,linkedin.com/company/infosys,104752,215718,3.3,38000.0,92000.0,8200.0,INFY,41440000000.0,39140000000.0,19.04,16.18,2.27,3.35,4.82,3.16,13.13,0.1775,0.2158,0.1434,0.2506,12390000000.0,2.87,0.099,3980000000.0,2980000000.0,2200000000.0,0.51,-0.021,2820000000.0,0.67,576000000.0,6.71,2340000000.0,1670000000.0,0.05,0.045,0.1325,12.08,8.76,19780,382.54K,$6.67K
lockheed martin,lockheedmartin.com,1912.0,defense & space,10001+,bethesda, maryland, united states,linkedin.com/company/lockheed-martin,50303,117362,3.8,6600.0,14000.0,1700.0,LMT,109360000000.0,121100000000.0,18.43,15.98,1.26,1.87,27.98,2.08,13.11,0.1026,0.1401,0.1078,2.4236,58350000000.0,206.55,0.06,7370000000.0,9240000000.0,5980000000.0,21.03,0.092,2540000000.0,9.0,14630000000.0,371.68,8039999999.999998,3830000000.0,0.95,0.2646,0.1325,399.96,241.18,6785,1.47M,$12.79K
dollar general,dollargeneral.com,1939.0,retail,10001+,goodlettsville, tennessee, united states,linkedin.com/company/dollar-general,9633,23502,2.7,6200.0,7000.0,1100.0,DG,40610000000.0,51060000000.0,25.4,21.44,2.26,1.52,6.02,1.91,19.25,0.0611,0.0815,0.078,0.2482,26670000000.0,102.32,0.084,7800000000.0,2650000000.0,1630000000.0,6.22,0.047,259570000.0,1.01,10970000000.0,162.54,2180000000.0,1240000000.0,0.53,0.4044,0.1325,166.98,98.08,4175,2.64M,$37.53K
robert half,roberthalf.com,1948.0,staffing and recruiting,10001+,menlo park, california, united states,linkedin.com/company/robert-half-international,8118,31518,3.5,6900.0,4600.0,2100.0,RHI,6750000000.0,6650000000.0,14.83,13.94,2.49,1.12,5.98,1.1,9.68,0.0756,0.1032,,,6020000000.0,51.52,0.059000000000000004,2410000000.0,686600000.0,455160000.0,3.87,0.017,269440000.0,2.33,270570000.0,24.39,,,1.34,-0.0957,0.1325,69.08,51.9,12652,686.28K,$112.14K
pepsico,pepsico.com,1965.0,food & beverages,10001+,purchase, new york, united states,linkedin.com/company/pepsico,61040,146820,3.6,9100.0,12000.0,2400.0,PEP,185860000000.0,212400000000.0,15.17,22.36,5.74,2.81,13.17,3.22,16.61,0.1878,0.16449999999999998,0.08990000000000001,1.011,66050000000.0,47.07,0.043,35280000000.0,12790000000.0,12400000000.0,8.79,-0.159,5780000000.0,4.15,34050000000.0,239.36,9750000000.0,4970000000.0,0.57,0.13,0.1325,140.45,105.03,9885,930.47K,$6.37K
ge,ge.com,1892.0,electrical/electronic manufacturing,10001+,fairfield, connecticut, united states,linkedin.com/company/ge,42043,136710,3.7,11000.0,15000.0,2600.0,AEY,23210000.0,23360000.0,,,,0.37,0.75,0.37,-14.97,-0.1352,-0.0508,-0.0453,-0.2217,63540000.0,6.14,1.288,11220000.0,-1560000.0,-7800000.0,-0.833,,2670000.0,0.26,750000.0,2.42,-2190000.0,8980000.0,0.5,0.7809999999999999,0.1325,2.55,1.23,13524,629.02K,$33.26K
xerox,xerox.com,1906.0,information technology and services,10001+,norwalk, connecticut, united states,linkedin.com/company/xerox,30765,109494,2.8,6900.0,8500.0,1100.0,XRX,8230000000.0,12980000000.0,13.26,9.26,0.94,0.89,1.7,1.41,9.6,0.0728,0.1103,0.0424,0.12960000000000002,9230000000.0,40.67,-0.065,3930000000.0,1350000000.0,658000000.0,2.84,1.483,922000000.0,4.21,5150000000.0,101.08,1310000000.0,1270000000.0,1.76,0.3799,0.1325,39.38,18.58,10315,886.70K,$111.60K
aramark,aramark.com,1939.0,retail,10001+,philadelphia, pennsylvania, united states,linkedin.com/company/aramark,15833,46456,3.0,5800.0,10000.0,1100.0,ARMK,10680000000.0,17640000000.0,20.39,17.37,2.08,0.66,3.25,1.09,12.46,0.0333,0.0522,0.0386,0.1751,16190000000.000004,65.66,0.01,1800000000.0,1420000000.0,538450000.0,2.12,0.14300000000000002,220060000.0,0.89,7290000000.0,221.1,1110000000.0,817500000.0,0.89,0.1641,0.1325,45.04,25.49,33539,191.72K,$3.70K
morgan stanley,morganstanley.com,1935.0,financial services,10001+,new york, new york, united states,linkedin.com/company/morgan-stanley,44799,141694,3.8,7900.0,14000.0,3800.0,CAF,474610000.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0916,0.1325,24.58,17.52,8748,1.08M,$24.44K
costco wholesale,costco.com,1983.0,retail,10001+,issaquah, washington, united states,linkedin.com/company/costco-wholesale,21030,39071,4.0,6200.0,8200.0,1300.0,COST,133169999999.99995,130250000000.0,36.67,32.57,4.69,0.87,8.74,0.85,20.91,0.024,0.031,0.0687,0.2582,152700000000.0,347.25,0.07,19820000000.0,6230000000.0,3660000000.0,8.26,0.052000000000000005,9440000000.0,21.48,7240000000.0,46.48,6360000000.0,2620000000.0,0.9,0.3069,0.1325,307.34,189.51,437,30.17M,$857.14K
ulta beauty,ulta.com,1990.0,retail,10001+,bolingbrook, illinois, united states,linkedin.com/company/ulta,7281,17782,3.1,4700.0,6500.0,1300.0,ULTA,14360000000.0,15920000000.0,20.68,18.34,1.99,2.02,7.67,2.24,13.47,0.0986,0.1263,0.1439,0.38299999999999995,7090000000.0,120.46,0.12,2410000000.0,1180000000.0,699320000.0,11.8,0.087,327400000.0,5.56,1890000000.0,102.86,1020000000.0,494200000.0,1.14,-0.2176,0.1325,368.83,224.43,606,21.64M,$356.76K
booz allen hamilton,boozallen.com,1914.0,management consulting,10001+,mclean, virginia, united states,linkedin.com/company/booz-allen-hamilton,18838,48211,3.7,4900.0,12000.0,1400.0,BAH,10190000000.0,11830000000.0,22.77,20.56,1.94,1.44,12.12,1.67,16.49,0.064,0.0906,0.0966,0.6099,7090000000.0,50.43,0.127,1600000000.0,717710000.0,451480000.0,3.19,0.233,787650000.0,5.61,2470000000.0,293.79,491720000.0,273730000.0,0.89,0.3713,0.1325,78.01,43.24,68333,71.17K,$1.62K
allstate,al.st,1931.0,insurance,10001+,northbrook, illinois, united states,linkedin.com/company/allstate,31490,63117,3.4,4900.0,6400.0,1500.0,ALL,35820000000.0,40060000000.0,15.1,10.65,1.01,0.84,1.56,0.94,9.3,0.06150000000000001,0.0866,0.0196,0.1054,42680000000.0,127.94,0.057999999999999996,9130000000.0,4310000000.0,2480000000.0,7.32,-0.049,5840000000.0,18.03,7170000000.0,27.44,5250000000.0,2030000000.0,0.81,0.2334,0.1325,111.0,77.0,N/A,N/A,N/A
american express,americanexpress.com,1850.0,financial services,10001+,new york, new york, united states,linkedin.com/company/american-express,34816,104036,4.0,7500.0,9300.0,2000.0,AXP,98410000000.0,136500000000.0,14.53,13.35,1.51,2.51,4.29,3.48,,0.1807,0.21170000000000005,0.0369,0.3181,39160000000.0,46.82,0.084,25510000000.0,,6940000000.0,8.28,0.061,24480000000.0,29.91,62050000000.0,269.5,9180000000.0,,1.04,0.10300000000000001,0.1325,129.34,89.05,432,30.29M,$310.28K
office depot,officedepot.com,1986.0,business supplies and equipment,10001+,boca raton, florida, united states,linkedin.com/company/office-depot,11948,38472,3.0,4600.0,5800.0,790,ODP,1400000000.0,3730000000.0,43.82,6.51,0.47,0.13,0.62,0.34,7.19,0.0028000000000000004,0.0334,0.0327,0.0139,10810000000.0,19.82,-0.036000000000000004,2550000000.0,519000000.0,30000000.0,0.055,0.0,588000000.0,1.08,2980000000.0,140.29,275000000.0,-755630000.0,2.54,-0.2129,0.1325,3.82,1.23,869,15.26M,$548.35K
thomson reuters,tr.com,2008.0,information technology and services,10001+,new york, new york, united states,linkedin.com/company/thomson-reuters,33745,96521,3.7,9000.0,11000.0,2000.0,TRI,34640000000.0,36500000000.0,10.77,24.67,1.32,5.92,4.03,6.24,35.47,0.6207,0.1393,0.0238,0.0153,5850000000.0,10.41,0.1,1500000000.0,1030000000.0,159000000.0,6.44,,1200000000.0,2.4,3580000000.0,41.62,337000000.0,12370000000.0,0.34,0.3931,0.1325,71.28,46.45,N/A,N/A,N/A
honeywell,honeywell.com,1985.0,electrical/electronic manufacturing,10001+,morristown, new jersey, united states,linkedin.com/company/honeywell,51721,123249,3.9,8200.0,10000.0,1700.0,HON,130009999999.99995,137210000000.00005,21.25,20.68,3.5,3.52,7.18,3.71,15.95,0.17059999999999995,0.2037,0.0771,0.34729999999999994,36940000000.0,50.88,-0.156,12760000000.0,8600000000.0,6300000000.0,8.56,-0.305,12360000000.0,17.3,19320000000.0,105.51,5840000000.0,4570000000.0,1.14,0.2317,0.1325,183.12,123.48,15063,547.09K,$29.18K
dick's sporting goods,dickssportinggoods.com,1948.0,retail,10001+,coraopolis, pennsylvania, united states,linkedin.com/company/dick's-sporting-goods,7328,25299,3.3,4200.0,5100.0,963,DKS,3630000000.0,10610000000.0,12.2,11.41,2.37,0.43,1.98,1.24,15.63,0.0364,0.0501,0.0478,0.168,8529999999.999998,91.75,0.038,2440000000.0,679170000.0,310440000.0,3.29,-0.057,116730000.0,0.65,3460000000.0,195.85,369640000.0,123780000.0,0.59,0.0512,0.1325,41.59,29.69,442,29.81M,$880.41K
spectrum,spectrumscience.com,1996.0,public relations and communications,1001 - 5000,washington, district of columbia, united states,linkedin.com/company/spectrum,1528,1758,2.9,4100.0,3600.0,710,SPPI,1020000000.0,657530000.0,,-5.32,,9.36,3.91,6.01,-5.88,-1.1228,-1.2835,-0.2483,-0.5435,109330000.0,1.0,,82580000.0,-111880000.0,-141720000.0,-1.12,,247760000.0,2.23,3750000.0,1.6,-115750000.0,-44060000.0,2.57,-0.3692,0.1325,14.65,6.22,N/A,N/A,N/A
qualcomm,qualcomm.com,1985.0,wireless,10001+,san diego, california, united states,linkedin.com/company/qualcomm,18614,36464,3.8,5700.0,16000.0,2300.0,QCOM,104290000000.0,107550000000.0,25.2,14.88,0.81,4.3,21.1,4.43,11.34,0.1807,0.3329,0.15380000000000002,1.5346000000000002,24270000000.0,20.06,-0.16699999999999998,15670000000.0,9480000000.0,4390000000.0,3.59,,12260000000.0,10.74,15930000000.0,324.57,7290000000.0,3060000000.0,1.61,0.6424,0.1325,94.11,49.1,5986,1.72M,$24.81K
gamestop,gamestop.com,1996.0,retail,10001+,grapevine, texas, united states,linkedin.com/company/gamestop,6539,29639,2.9,4300.0,5000.0,793,GME,537320000.0,1290000000.0,,5.17,-0.1,0.07,0.66,0.17,4.05,-0.13849999999999998,0.0298,0.04019999999999999,-0.8109000000000001,7830000000.0,76.97,-0.14300000000000002,2310000000.0,319800000.0,-1180000000.0,-10.66,,424000000.0,4.69,1180000000.0,146.14,108300000.0,144210000.0,0.45,-0.5490999999999999,0.1325,16.9,3.15,317,40.24M,$259.13K
nike,nike.com,1972.0,sporting goods,10001+,beaverton, oregon, united states,linkedin.com/company/nike,29731,73269,4.0,5100.0,5700.0,1500.0,NKE,142510000000.0,142890000000.0,34.09,26.46,1.83,3.58,15.48,3.59,25.09,0.1081,0.1251,0.1278,0.4732,39830000000.0,25.34,0.07200000000000001,17470000000.0,5700000000.0,4300000000.0,2.68,0.252,3640000000.0,2.33,6820000000.0,74.14,5000000000.0,2390000000.0,0.84,0.2041,0.1325,96.87,66.53,138,88.59M,$454.88K
rite aid,riteaid.com,1968.0,retail,10001+,harrisburg, pennsylvania, united states,linkedin.com/company/rite-aid,11323,30951,3.0,3900.0,7700.0,644,RAD,509360000.0,7890000000.0,,-33.1,-59.67,0.02,0.53,0.37,19.14,-0.0212,0.0033,0.004699999999999999,-0.3732,21570000000.0,406.87,-0.01,4680000000.0,412080000.0,-450920000.0,-8.61,,149120000.0,2.81,7120000000.0,740.81,-198070000.0,-299710000.0,1.68,-0.5846,0.1325,27.2,5.04,6163,1.65M,$69.33K
salesforce,salesforce.com,1999.0,internet,10001+,san francisco, california, united states,linkedin.com/company/salesforce,20885,32361,4.3,5600.0,7900.0,5600.0,CRM,142600000000.0,,135.05,,,,,,,,,,,,,,9830000000.0,,,,,,,,,,,,,,167.56,113.6,1223,10.55M,$739.60K
american eagle outfitters,ae.com,1977.0,retail,10001+,pittsburgh, pennsylvania, united states,linkedin.com/company/american-eagle-outfitters,7198,36373,3.6,4300.0,4300.0,1300.0,AEO,2700000000.0,4000000000.0,10.5,10.0,2.07,0.65,2.2,0.96,7.71,0.064,0.08289999999999999,0.083,0.2148,4180000000.0,24.0,0.079,1800000000.0,519620000.0,267370000.0,1.52,0.077,317170000.0,1.88,1620000000.0,131.68,421840000.0,147060000.0,0.87,-0.2355,0.1325,24.3,13.66,3251,3.53M,$61.09K
goldman sachs,goldmansachs.com,1869.0,investment banking,10001+,new york, new york, united states,linkedin.com/company/goldman-sachs,30470,92407,3.9,6500.0,13000.0,5100.0,GER,341740000.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,-0.2133,0.1325,5.88,3.878,9527,978.46K,$32.45K
intuit,intuit.com,1983.0,computer software,10001+,mountain view, california, united states,linkedin.com/company/intuit,7358,20551,4.3,4800.0,5800.0,1200.0,INTU,68069999999.999985,64500000000.0,44.44,30.72,2.43,10.03,18.17,9.51,31.32,0.2295,0.2733,0.203,0.4743,6780000000.0,26.09,0.15,5640000000.0,2060000000.0,1560000000.0,5.89,,2740000000.0,10.53,436000000.0,11.63,2320000000.0,1700000000.0,1.09,0.2118,0.1325,295.77,182.61,766,17.39M,$970.50K
raytheon,raytheon.com,1922.0,defense & space,10001+,waltham, massachusetts, united states,linkedin.com/company/raytheon,23733,50573,3.7,3900.0,8700.0,1200.0,RTN,59980000000.0,63830000000.0,18.43,16.57,1.41,2.09,4.62,2.22,14.12,0.1147,0.1393,0.0794,0.2593,28690000000.0,102.02,0.094,7490000000.0,4520000000.0,3290000000.0,11.69,0.335,2650000000.0,9.5,5650000000.0,42.14,4120000000.0,1640000000.0,0.89,0.1838,0.1325,218.0,144.27,63227,79.64K,$7.45K
humana,humana.com,1961.0,insurance,10001+,louisville, kentucky, united states,linkedin.com/company/humana,17829,32482,3.5,3400.0,5400.0,805,HUM,44230000000.0,32880000000.000008,16.98,17.09,1.37,0.7,3.64,0.52,9.09,0.0406,0.0536,0.07429999999999999,0.2298,62760000000.0,464.61,0.14300000000000002,11030000000.0,3620000000.0,2550000000.0,18.78,0.07,15960000000.0,120.5,6780000000.0,58.45,4440000000.0,1400000000.0,0.84,0.0072,0.1325,336.13,225.65,9981,921.20K,$192.39K
td,td.com,1955.0,banking,10001+,toronto, ontario, canada,linkedin.com/company/td,42136,93645,3.7,9100.0,11000.0,2500.0,ACGL,16450000000.0,18960000000.0,11.87,13.76,1.26,2.52,1.58,2.9,10.82,0.2213,0.2549,0.0307,0.1277,6540000000.0,16.28,0.19899999999999998,1760000000.0,1750000000.0,1400000000.0,3.42,0.726,2020000000.0,5.01,2940000000.0,24.37,1980000000.0,1020000000.0,0.63,0.4318,0.1325,42.86,24.79,1659,7.69M,$95.92K
aig,aig.com,1919.0,insurance,10001+,new york, new york, united states,linkedin.com/company/aig,21673,62772,3.1,4400.0,5600.0,1100.0,AIG,47600000000.0,68379999999.999985,27.2,10.79,0.18,0.94,0.73,1.35,6.28,0.0355,0.109,0.0067,0.0433,50560000000.0,57.52,0.124,10900000000.0,10890000000.0,1780000000.0,2.01,,17410000000.0,20.01,35260000000.0,52.28,-690000000.0,1740000000.0,1.2,0.298,0.1325,58.66,36.16,25035,281.19K,$43.79K
centurylink,centurylink.com,1930.0,telecommunications,10001+,monroe, louisiana, united states,linkedin.com/company/centurylink,16598,27721,2.9,4000.0,5000.0,665,CTL,16230000000.0,51430000000.0,,10.64,1.47,0.72,1.19,2.28,5.6,-0.3496,0.1903,0.0389,-0.4334,22610000000.0,21.13,-0.036000000000000004,13460000000.0,9180000000.0,-7900000000.0,-7.39,0.11,1400000000.0,1.29,36890000000.0,269.82,6770000000.0,3300000000.0,0.89,-0.2289,0.1325,19.53,9.64,2032,5.96M,$179.54K
johnson & johnson,jnj.com,1887.0,hospital & health care,10001+,new brunswick, new jersey, united states,linkedin.com/company/johnson-&-johnson,43985,118073,4.0,6300.0,7200.0,1600.0,JNJ,345490000000.0,357960000000.0,25.04,14.5,2.54,4.23,5.93,4.38,12.67,0.1732,0.2611,0.0857,0.2304,81710000000.0,30.75,0.019,54590000000.0,28260000000.0,14150000000.0,5.24,-0.5539999999999999,17940000000.0,6.82,30210000000.0,51.9,23260000000.0,25750000000.0,0.7,-0.091,0.1325,148.99,121.0,15329,537.97K,$24.97K
bed bath & beyond,bedbathandbeyond.com,1971.0,retail,10001+,union, new jersey, united states,linkedin.com/company/bed-bath-and-beyond,6891,19965,2.9,3400.0,3700.0,745,BBBY,1700000000.0,4540000000.0,,6.94,-1.73,0.15,0.87,0.39,8.9,-0.0636,0.0142,0.013500000000000002,-0.30760000000000004,11630000000.0,90.05,-0.073,4100000000.0,509940000.0,-739290000.0,-5.72,,983850000.0,7.99,3860000000.0,202.88,535160000.0,339530000.0,1.3,0.0128,0.1325,19.57,7.31,1229,10.52M,$821.70K
cracker barrel,crackerbarrel.com,1969.0,restaurants,10001+,lebanon, tennessee, united states,linkedin.com/company/cracker-barrel,5929,15261,3.3,3200.0,4200.0,737,CBRL,3910000000.0,4230000000.000001,17.51,15.75,-42.25,1.27,6.46,1.38,10.85,0.0727,0.09210000000000004,0.1137,0.3766,3070000000.0,127.8,-0.028999999999999998,1060000000.0,390380000.0,223400000.0,9.27,0.06,36880000.0,1.53,410480000.0,67.88,362800000.0,158180000.0,0.52,-0.06309999999999999,0.1325,185.0,150.43,6669,1.49M,$9.29K
h&r block,hrblock.com,1955.0,retail,10001+,kansas city, missouri, united states,linkedin.com/company/h&r-block,21410,50330,3.6,3600.0,4800.0,720,HRB,4880000000.0,6300000000.0,11.74,11.92,1.19,1.57,16.81,2.03,8.2,0.1371,0.1944,0.1318,1.8571,3100000000.0,15.2,0.036000000000000004,1340000000.0,767610000.0,447280000.0,2.07,,607670000.0,3.03,1970000000.0,678.28,498270000.0,362340000.0,0.25,-0.1274,0.1325,29.62,22.96,3194,3.61M,$184.86K
manpower,manpower.com,1948.0,staffing and recruiting,10001+,milwaukee, wisconsin, united states,linkedin.com/company/manpower-,6994,25768,4.3,4300.0,3000.0,550,MAN,5510000000.0,6170000000.0,11.73,12.1,7.74,0.26,2.05,0.29,7.5,0.023,0.0354,0.0534,0.17559999999999998,21060000000.0,347.81,-0.031,3580000000.0,822700000.0,485200000.0,7.97,-0.075,807100000.0,13.69,1450000000.0,53.3,676500000.0,506810000.0,1.6,0.1803,0.1325,97.96,61.57,13036,661.89K,$4.03K
csc,csc.com,1959.0,information technology and services,10001+,falls church, virginia, united states,linkedin.com/company/csc,32601,120065,2.9,6600.0,8700.0,1100.0,CSCO,205660000000.0,196600000000.0,18.57,13.77,2.22,3.96,6.13,3.79,12.34,0.2239,0.2729,0.0857,0.3027,51900000000.0,11.75,0.045,32670000000.0,15940000000.0,11620000000.0,2.61,-0.42,33410000000.0,7.87,24670000000.0,73.48,15830000000.0,11450000000.0,1.26,0.0342,0.1325,58.26,40.25,57580,90.80K,$892
mckesson,mckesson.com,1833.0,hospital & health care,10001+,san francisco, california, united states,linkedin.com/company/mckesson,11207,26683,3.3,3100.0,3600.0,657,MCK,26250000000.0,36670000000.0,,9.41,1.4,0.12,4.05,0.17,9.41,-0.0029,0.0133,0.0307,-0.0431,221980000000.0,1177.62,0.086,11750000000.0,3900000000.0,-626000000.0,-3.36,,1360000000.0,7.53,10330000000.0,127.97,3560000000.0,2250000000.0,1.12,0.1362,0.1325,153.3,106.11,16456,491.14K,$20.69K
carmax,carmax.com,1993.0,retail,10001+,richmond, virginia, united states,linkedin.com/company/carmax,5343,12663,3.4,3000.0,3900.0,1100.0,KMX,15770000000.0,31000000000.0,18.47,16.79,1.43,0.78,4.38,1.53,21.61,0.0437,0.0613,0.0404,0.249,20220000000.0,119.82,0.094,2920000000.0,1430000000.0,883210000.0,5.19,0.057999999999999996,40740000.0,0.25,15370000000.0,425.68,-73370000.0,403880000.0,1.14,0.507,0.1325,96.47,55.24,523,25.25M,$1.93M
